German;86
British;82
Finnish;63
Australian;35
Dutch;27
Spanish;26
Brazilian;22
Mexican;12
Monegasque;7
French;4
Colombian;3
Danish;2
Chinese;2
Italian;2
Russian;2
Japanese;1
Polish;1
