25,50,18,NULL,INVALID
8,51,2,1,UP
4,51,4,2,UP
13,51,3,3,STILL
20,51,17,4,UP
18,51,10,5,UP
24,51,11,6,UP
2,51,8,7,UP
14,51,5,8,DOWN
5,51,13,9,UP
17,51,7,10,DOWN
21,51,18,11,UP
25,51,19,12,UP
15,51,12,13,DOWN
11,51,20,14,UP
22,51,16,15,UP
3,51,15,16,DOWN
29,51,22,17,UP
9,51,9,NULL,INVALID
1,51,1,NULL,INVALID
23,51,6,NULL,INVALID
16,51,21,NULL,INVALID
19,51,14,NULL,INVALID
8,52,3,1,UP
13,52,1,2,DOWN
4,52,4,3,UP
3,52,10,4,UP
9,52,7,5,UP
2,52,6,6,STILL
1,52,2,7,DOWN
15,52,8,8,STILL
14,52,9,9,STILL
6,52,19,10,UP
23,52,15,11,UP
11,52,18,12,UP
24,52,14,13,UP
19,52,20,14,UP
16,52,21,NULL,INVALID
22,52,11,NULL,INVALID
5,52,17,NULL,INVALID
20,52,13,NULL,INVALID
18,52,16,NULL,INVALID
17,52,5,NULL,INVALID
29,52,22,NULL,INVALID
21,52,12,NULL,INVALID
4,53,4,1,UP
30,53,1,2,DOWN
8,53,22,3,UP
18,53,3,4,DOWN
31,53,5,5,STILL
17,53,7,6,UP
3,53,12,7,UP
32,53,8,8,STILL
13,53,2,9,DOWN
14,53,13,10,UP
24,53,15,11,UP
2,53,10,12,DOWN
26,53,16,13,UP
23,53,17,14,UP
22,53,6,15,DOWN
15,53,14,16,DOWN
33,53,19,17,UP
11,53,20,18,UP
34,53,21,NULL,INVALID
35,53,11,NULL,INVALID
21,53,9,NULL,INVALID
27,53,18,NULL,INVALID
21,54,1,1,STILL
18,54,2,3,DOWN
3,54,3,NULL,INVALID
4,55,3,1,UP
8,55,4,2,UP
23,55,6,3,UP
2,55,8,4,UP
21,55,2,5,DOWN
18,55,1,10,DOWN
11,55,21,12,UP
34,55,22,13,UP
31,55,5,NULL,INVALID
33,55,20,NULL,INVALID
17,55,7,NULL,INVALID
30,56,1,1,STILL
4,56,5,2,UP
31,56,7,3,UP
13,56,4,4,STILL
8,56,8,5,UP
17,56,10,6,UP
18,56,2,7,DOWN
21,56,11,8,UP
23,56,6,9,DOWN
22,56,3,10,DOWN
3,56,13,11,UP
35,56,12,12,STILL
2,56,15,13,UP
24,56,16,14,UP
26,56,18,15,UP
33,56,19,16,UP
14,56,14,NULL,INVALID
11,56,21,NULL,INVALID
32,56,17,NULL,INVALID
34,56,22,NULL,INVALID
15,56,9,NULL,INVALID
27,56,20,NULL,INVALID
30,57,2,1,UP
4,57,1,2,DOWN
13,57,3,3,STILL
8,57,5,4,UP
22,57,4,5,DOWN
15,57,7,9,DOWN
18,57,6,NULL,INVALID
4,58,1,1,STILL
30,58,3,2,UP
21,58,2,3,DOWN
13,58,4,4,STILL
8,58,9,5,UP
18,58,8,6,UP
22,58,5,7,DOWN
2,58,10,8,UP
17,58,11,9,UP
15,58,7,10,DOWN
3,58,13,11,UP
23,58,6,NULL,INVALID
31,58,12,NULL,INVALID
4,59,1,1,STILL
31,59,4,2,UP
14,59,7,3,UP
22,59,5,4,UP
30,59,22,5,UP
21,59,9,6,UP
2,59,15,7,UP
23,59,10,8,UP
13,59,21,9,UP
24,59,12,10,UP
18,59,13,11,UP
27,59,16,12,UP
26,59,18,13,UP
35,59,14,14,STILL
33,59,17,15,UP
36,59,20,16,UP
15,59,6,17,DOWN
32,59,11,NULL,INVALID
3,59,8,NULL,INVALID
8,59,3,NULL,INVALID
17,59,2,NULL,INVALID
11,59,19,NULL,INVALID
4,60,1,1,STILL
30,60,3,2,UP
8,60,2,3,DOWN
21,60,5,4,UP
13,60,4,5,DOWN
31,60,8,6,UP
2,60,9,7,UP
35,60,10,8,UP
3,60,12,9,UP
22,60,6,10,DOWN
15,60,22,11,UP
14,60,11,12,DOWN
24,60,13,13,STILL
32,60,14,14,STILL
27,60,18,15,UP
33,60,16,16,STILL
11,60,20,17,UP
36,60,21,18,UP
18,60,19,NULL,INVALID
26,60,15,NULL,INVALID
23,60,7,NULL,INVALID
17,60,17,NULL,INVALID
4,61,1,1,STILL
30,61,5,2,UP
8,61,3,3,STILL
21,61,2,4,DOWN
13,61,10,5,UP
15,61,4,6,DOWN
2,61,13,7,UP
18,61,8,9,DOWN
32,61,12,11,UP
24,61,15,13,UP
35,61,11,NULL,INVALID
23,61,14,NULL,INVALID
31,61,7,NULL,INVALID
22,61,9,NULL,INVALID
3,61,6,NULL,INVALID
30,62,1,1,STILL
13,62,2,2,STILL
21,62,3,3,STILL
4,62,5,5,STILL
22,62,4,6,DOWN
14,62,17,7,UP
23,62,8,NULL,INVALID
27,62,14,NULL,INVALID
35,62,6,NULL,INVALID
33,62,15,NULL,INVALID
11,62,18,NULL,INVALID
18,62,7,NULL,INVALID
8,62,9,NULL,INVALID
2,62,10,NULL,INVALID
31,62,11,NULL,INVALID
17,62,12,NULL,INVALID
26,62,13,NULL,INVALID
32,62,16,NULL,INVALID
30,63,1,1,STILL
4,63,3,2,UP
13,63,2,3,DOWN
23,63,5,4,UP
8,63,6,5,UP
21,63,7,6,UP
37,63,8,7,UP
15,63,4,NULL,INVALID
30,64,2,1,UP
13,64,3,2,UP
8,64,1,3,DOWN
18,64,4,4,STILL
4,64,7,5,UP
21,64,5,6,DOWN
32,64,12,8,UP
23,64,8,9,DOWN
14,64,10,11,DOWN
17,64,11,NULL,INVALID
22,64,6,NULL,INVALID
37,64,9,NULL,INVALID
22,65,3,4,DOWN
13,65,2,7,DOWN
33,65,16,9,UP
4,65,15,NULL,INVALID
8,65,1,NULL,INVALID
24,65,17,NULL,INVALID
3,65,18,NULL,INVALID
13,66,1,1,STILL
4,66,3,2,UP
30,66,2,3,DOWN
21,66,4,6,DOWN
30,67,2,1,UP
8,67,1,2,DOWN
9,67,6,3,UP
21,67,9,4,UP
18,67,5,5,STILL
22,67,8,6,UP
15,67,11,7,UP
2,67,3,8,DOWN
13,67,4,9,DOWN
17,67,19,10,UP
32,67,16,11,UP
14,67,14,12,UP
26,67,15,13,UP
24,67,17,14,UP
23,67,13,15,DOWN
11,67,21,16,UP
27,67,18,17,UP
33,67,20,NULL,INVALID
4,67,10,NULL,INVALID
37,67,7,NULL,INVALID
29,67,22,NULL,INVALID
3,67,12,NULL,INVALID
30,68,6,1,UP
4,68,1,2,DOWN
21,68,2,3,DOWN
18,68,4,4,STILL
37,68,7,5,UP
22,68,3,6,DOWN
2,68,8,7,UP
17,68,14,8,UP
14,68,12,9,UP
24,68,13,10,UP
3,68,15,11,UP
38,68,10,12,DOWN
9,68,9,13,DOWN
26,68,11,14,DOWN
27,68,22,15,UP
29,68,19,16,UP
23,68,16,NULL,INVALID
13,68,20,NULL,INVALID
15,68,17,NULL,INVALID
33,68,18,NULL,INVALID
8,68,5,NULL,INVALID
11,68,21,NULL,INVALID
4,69,5,1,UP
13,69,1,2,DOWN
21,69,6,3,UP
18,69,7,4,UP
8,69,11,5,UP
15,69,4,6,DOWN
23,69,3,7,DOWN
2,69,9,8,UP
9,69,12,9,UP
3,69,10,10,STILL
37,69,13,11,UP
22,69,8,12,DOWN
38,69,18,13,UP
24,69,15,14,UP
11,69,20,15,UP
33,69,21,16,UP
29,69,22,17,UP
26,69,19,18,UP
17,69,14,NULL,INVALID
30,69,2,NULL,INVALID
14,69,17,NULL,INVALID
27,69,16,NULL,INVALID
13,70,1,1,STILL
4,70,4,2,UP
18,70,14,3,UP
30,70,10,4,UP
8,70,2,5,DOWN
21,70,6,6,STILL
22,70,5,7,DOWN
37,70,12,8,UP
9,70,9,9,STILL
2,70,8,17,DOWN
15,70,3,NULL,INVALID
23,70,7,NULL,INVALID
17,70,11,NULL,INVALID
3,70,13,NULL,INVALID
21,71,1,1,STILL
22,71,11,2,UP
4,71,13,3,UP
14,71,5,4,UP
17,71,3,5,DOWN
31,71,9,6,UP
32,71,6,7,DOWN
8,71,10,8,UP
15,71,2,9,DOWN
18,71,8,NULL,INVALID
23,71,15,12,UP
35,71,4,13,DOWN
39,71,12,15,DOWN
33,71,14,16,DOWN
40,71,16,17,DOWN
2,71,7,NULL,INVALID
27,71,17,NULL,INVALID
4,72,1,1,STILL
15,72,2,2,STILL
2,72,10,3,UP
31,72,11,4,UP
23,72,5,5,STILL
14,72,8,6,UP
30,72,13,7,UP
32,72,7,8,DOWN
8,72,6,9,DOWN
13,72,14,10,UP
39,72,17,11,UP
33,72,18,12,UP
22,72,12,NULL,INVALID
21,72,3,NULL,INVALID
17,72,4,NULL,INVALID
35,72,16,NULL,INVALID
18,72,9,NULL,INVALID
19,72,15,NULL,INVALID
4,73,1,1,STILL
15,73,3,2,UP
8,73,9,3,UP
23,73,6,4,UP
37,73,8,5,UP
17,73,5,6,DOWN
13,73,12,7,UP
14,73,14,8,UP
18,73,11,NULL,INVALID
11,73,13,NULL,INVALID
2,73,4,NULL,INVALID
30,73,2,NULL,INVALID
21,73,10,NULL,INVALID
32,73,7,NULL,INVALID
4,74,2,1,UP
25,74,7,3,UP
15,74,5,5,STILL
17,74,4,7,DOWN
27,74,20,NULL,INVALID
8,74,1,NULL,INVALID
40,74,19,NULL,INVALID
18,74,3,NULL,INVALID
11,74,6,NULL,INVALID
8,75,1,1,STILL
4,75,3,2,UP
15,75,5,3,UP
23,75,4,4,STILL
21,75,6,5,UP
17,75,2,6,DOWN
31,75,7,7,STILL
14,75,9,8,UP
2,75,17,10,UP
13,75,10,11,DOWN
39,75,13,13,STILL
35,75,12,NULL,INVALID
30,75,8,NULL,INVALID
24,75,11,NULL,INVALID
8,76,1,1,STILL
2,76,6,2,UP
17,76,3,3,STILL
4,76,2,4,DOWN
31,76,16,5,UP
23,76,18,6,UP
30,76,8,7,UP
22,76,10,8,UP
13,76,11,9,UP
15,76,5,10,DOWN
35,76,9,11,DOWN
21,76,4,12,DOWN
33,76,15,13,UP
27,76,14,14,STILL
24,76,12,NULL,INVALID
40,76,13,NULL,INVALID
14,76,7,NULL,INVALID
39,76,17,NULL,INVALID
4,77,6,1,UP
2,77,1,2,DOWN
22,77,7,3,UP
14,77,12,4,UP
30,77,10,5,UP
21,77,9,6,UP
31,77,5,7,DOWN
15,77,4,8,DOWN
24,77,14,9,UP
18,77,13,10,UP
8,77,2,11,DOWN
11,77,16,12,UP
35,77,15,13,UP
13,77,11,14,DOWN
33,77,17,15,UP
39,77,19,16,UP
27,77,20,17,UP
40,77,18,18,STILL
23,77,8,NULL,INVALID
17,77,3,NULL,INVALID
8,78,7,1,UP
30,78,2,2,STILL
22,78,20,3,UP
13,78,11,4,UP
17,78,14,5,UP
23,78,10,6,UP
14,78,12,7,UP
32,78,16,8,UP
35,78,8,9,DOWN
33,78,18,10,UP
27,78,15,11,UP
15,78,9,NULL,INVALID
18,78,1,NULL,INVALID
2,78,13,NULL,INVALID
11,78,6,NULL,INVALID
40,78,19,NULL,INVALID
4,78,3,NULL,INVALID
21,78,4,NULL,INVALID
39,78,17,NULL,INVALID
31,78,5,NULL,INVALID
30,79,5,1,UP
22,79,7,2,UP
33,79,17,3,UP
39,79,19,4,UP
27,79,18,5,UP
40,79,20,6,UP
15,79,1,NULL,INVALID
8,79,2,NULL,INVALID
18,79,3,NULL,INVALID
21,79,4,NULL,INVALID
4,79,6,NULL,INVALID
11,79,8,NULL,INVALID
17,79,9,NULL,INVALID
13,79,10,NULL,INVALID
31,79,11,NULL,INVALID
35,79,12,NULL,INVALID
41,79,13,NULL,INVALID
32,79,14,NULL,INVALID
2,79,15,NULL,INVALID
14,79,16,NULL,INVALID
4,80,1,1,STILL
15,80,2,5,DOWN
14,80,15,10,UP
33,80,19,13,UP
2,80,14,14,STILL
39,80,17,15,UP
27,80,20,NULL,INVALID
40,80,18,NULL,INVALID
32,80,16,NULL,INVALID
4,81,1,2,DOWN
13,81,16,10,UP
2,81,14,12,UP
14,81,13,13,STILL
32,81,15,15,STILL
33,81,20,17,UP
27,81,18,18,STILL
40,81,19,19,STILL
39,81,17,NULL,INVALID
4,82,3,1,UP
18,82,2,3,DOWN
21,82,4,4,STILL
30,82,5,5,STILL
23,82,12,6,UP
14,82,11,7,UP
13,82,13,8,UP
32,82,10,9,UP
22,82,15,10,UP
2,82,7,11,DOWN
11,82,8,12,DOWN
27,82,16,13,UP
15,82,9,14,DOWN
35,82,14,15,DOWN
33,82,18,17,UP
38,82,17,18,DOWN
17,82,6,NULL,INVALID
8,82,1,NULL,INVALID
8,83,4,1,UP
30,83,1,2,DOWN
23,83,5,3,UP
15,83,3,4,DOWN
18,83,8,5,UP
2,83,12,6,UP
17,83,16,7,UP
11,83,10,8,UP
21,83,9,9,STILL
22,83,7,10,DOWN
4,83,6,11,DOWN
39,83,18,12,UP
33,83,20,13,UP
13,83,14,14,STILL
27,83,17,NULL,INVALID
35,83,15,NULL,INVALID
31,83,2,NULL,INVALID
38,83,19,NULL,INVALID
14,83,13,NULL,INVALID
32,83,11,NULL,INVALID
8,84,1,1,STILL
4,84,3,2,UP
31,84,4,3,UP
21,84,2,4,DOWN
18,84,13,5,UP
15,84,5,6,DOWN
14,84,12,7,UP
32,84,10,8,UP
22,84,11,10,UP
23,84,9,12,DOWN
